word,frequency
頭子,5
當咯當,1
響聲,2
打籮,1
篩面,1
東瞧,2
柱子,2
匣子,22
秤砣,1
般一物,1
愛物儿,1
甚用,1
正呆時,1
金鐘,2
銅磬,1
不防,17
一展,1
接著,53
一連,6
丫頭子們,7
齊亂,1
平儿忙,32
命劉,2
屏聲側,1
耳默候,1
一二十,3
婦人,7
大漆,1
擺飯,3
人才,26
端菜,1
盤森列,1
滿滿,7
魚肉,2
過略動,1
几樣,18
著要,22
笑嘻嘻,32
走過,19
招手,12
會意,18
下炕,4
唧咕,1
方過,4
銅鉤,1
大紅,21
軟帘,6
南窗,1
氈條,1
板壁,5
鎖子,2
著金心,1
綠閃緞,1
那鳳,5
家常,25
著秋板,1
貂鼠,4
昭君,4
圍著,8
珠勒子,1
桃紅,4
青刻,1
灰鼠,10
披風,2
大紅洋,2
銀鼠,7
皮裙,1
粉光,1
脂艷,1
端端正正,1
手內,14
著小銅火,1
手爐,7
填漆,2
茶盤,9
內一個,1
小蓋鐘,2
不接,2
撥手,1
還不請,1
抬身,4
這才,38
滿面,28
問好,25
不早,6
數拜,1
周姐,1
別拜罷,1
不大,37
輩數,2
背后,31
百般,28
親戚們,11
疏遠,8
棄厭,1
常來,5
當我們,1
眼里,22
忙念,2
家道,5
艱難,15
走不起,1
沒的給,1
看著,78
不象,40
這話,301
惡心,5
借賴著,1
官儿,12
空架子,1
三門,4
問周瑞家,1
示下,15
就罷,13
得閒,2
抓些,1
果子,50
剛問些,1
有家下,1
陪客,5
現辦,2
問了,42
向鳳姐,2
陪著,18
謝費,1
白來,1
逛逛,46
回二,7
与劉,4
姥會意,1
先飛紅,1
何來,4
忍恥,1
初次,6
剛說,18
听二門,2
東府,34
小大爺,1
止劉,1
你蓉大爺,1
子腳響,1
十七八,4
少年,10
清秀,6
俊俏,6
裘寶帶,1
華冠,1
沒處,12
扭扭捏捏,2
來求,11
嬸子,76
老舅,6
給嬸子,1
那架,1
炕屏,1
昨儿,124
已經給,1
嘻嘻,16
上半,1
跪道,1
一頓,56
好東,1
看不見,4
只求,28
一點儿,33
因命,20
平儿拿,4
樓房,4
傳几個,1
眉開,7
眼笑,8
我親,7
自帶,1
人接,4
大爺,68
賈蓉忙,3
复身,3
听何,1
指示,10
那鳳姐,8
你且,10
精神,35
賈蓉應,1
方慢慢,3
這里劉,1
心神,8
方定,4
老子,43
連吃,1
今天,5
越想,10
沒個,40
煞事來,1
因笑止,1
可用,5
早就,19
命快,3
傳飯,5
一桌,16
客飯,1
周姐姐,5
過東邊,1
叫過,7
家原,2
因出,2
一姓,1
連了,1
沒空,3
既來,6
好意思,13
簡慢,1
影儿,11
上門來,2
雜事,2
太煩,1
漸上,1
想不到,27
況是,5
管些,2
烈烈,3
殊不知,10
信罷,1
老遠,1
是頭,3
張口,10
怎好,5
兩銀子,98
還沒動,1
嫌少,2
那劉,9
先听,1
見告,1
突突,5
見給,1
渾身,18
發痒,3
瘦死,1
駱駝,3
比馬大,1
拔根,1
粗鄙,4
不睬,5
只命,11
那包,1
一吊,12
送到,45
跟前,196
暫且給,1
做件,2
這錢,3
雇車,3
改日,10
無事,31
不虛留,1
儿罷,30
千恩万謝,7
你惱,3
軟些,3
這么,227
心眼儿,1
愛還,1
愛不過,1
片時,4
果子吃,6
放在眼里,5
濃時易,1
接濟,3
受恩深,1
處胜,1
親朋,5
第七回,1
宮花,1
戲熙鳳,1
宴宁府,1
寶玉會,2
秦鐘,93
轉出,6
東角門,2
東院,3
院門前,5
名金釧儿,1
了頭,23
儿站,1
台階坡,1
努嘴儿,4
輕輕,39
掀帘進,4
薛姨媽長,1
大套,2
惊動,23
進里間,8
挽著,6
炕里邊,1
上同,1
描花,1
樣子,46
身來,5
堆笑,2
這有,34
三天,19
那种,9
這兩天,12
沒出,2
病根儿,3
趁早,16
儿請,1
開個,4
方子,25
認真,29
几劑,1
一勢,1
除了,45
根才,1
下個,5
提吃藥,1
這病,28
白花,3
名醫仙藥,1
儿效,1
后來還,1
禿頭,1
專治無名,1
之症,6
因請,1
胎里,3
帶來,24
先天,2
不相干,19
尋常藥,1
海上,4
給了,22
一包,20
末子,2
异香,2
异气,1
一丸,6
藥倒,1
效驗些,1
方儿,4
倘遇,2
行好,3
見問,22
乃笑,4
若用,5
真真,40
人瑣,1
藥料,1
只難,1
白牡丹,1
花蕊,2
夏天,7
秋天,6
冬天,8
將這四樣,1
次年,3
春分,4
日晒,2
一齊,66
研好,1
雨水,10
這就,13
三年,10
不下雨,1
這卻,10
怎處,2
沒雨,1
白露,2
露水,2
霜降,1
小雪,2
這四樣,3
調勻,1
了藥,9
蜂蜜,1
白糖,1
眼大,1
丸子,3
盛在,1
舊磁壇,1
花根,1
發了,7
病時,3
十二分,1
湯送,1
真坑,1
事儿,15
十年,11
寶釵道,123
竟好,2
自他,1
配成,2
南帶,1
至北,1
梨花,5
這藥,3
名子,2
香丸,1
點頭儿,18
這病發,1
喘嗽,1
趁便,14
回了劉,1
略待,1
半刻,10
無語,6
站住,37
一宗,10
香菱,255
響處,2
金釧頑,1
我作,27
花儿,49
拿來,16
小錦匣,1
宮里,13
鮮樣,1
拿紗堆,1
白放著,2
剩下,24
六枝,1
兩枝,4
四枝,2
鳳哥罷,1
留著給,2
寶丫頭,23
戴罷,2
愛這些,1
粉儿,2
見金釧,1
日陽儿,1
那香菱,4
小丫頭子,12
時買,1
丫頭子,52
金釧道,1
可不,32
金釧儿,30
倒好,41
里蓉大,2
投身,1
十几,11
听問,1
搖頭,16
一時間,2
攜花,1
后頭,26
說孫,1
只留,6
寶玉黛玉,2
將迎,1
惜三人,2
移到,2
王夫,26
房后,3
廈內,4
陪伴,2
故順路,2
先往,3
呼喚,8
司棋,47
待書二,1
掀帘子,4
手里,92
茶鐘,2
圍棋,1
將花,3
明緣,1
欠身,12
道謝,5
只見惜,2
春正,1
同水,1
小姑子,6
智能,26
儿一處,1
惜春便,3
花匣,1
打開,33
惜春笑,6
明儿,230
頭同,1
姑子,53
惜春命,1
入畫,14
師父,34
儿道,26
父見,1
往于,1
例香供,1
儿搖,1
惜春,73
各廟,5
例銀子,2
管著,7
信管,1
一來,13
余信,1
這事,63
儿勞叨,1
往鳳,2
后窗,1
玻璃窗,2
越過,2
西花牆,1
門進,2
入鳳姐,2
丰儿,35
忙躡手,1
躡足往,1
奶子,18
悄問,5
睡中覺,3
房門響,1
著大銅,1
舀水,6
來作,14
兩枝來,1
先叫,7
彩明,5
那邊府,1
給小蓉,1
戴去,2
著才,1
他婆,1
這會,15
媽竟,1
安去,3
媽還,1
差事,6
偏偏,15
個劉,2
多事,14
几枝,6
還沒送,2
倒會,2
實對,1
前儿,122
因多,2
分爭,3
人放,2
邪火,1
告到,3
衙門里,18
遞解,1
還鄉,6
大不了,3
我給,29
閒兒,1
快來,10
小人儿,6
沒經過,3
時黛玉,1
解九連環,1
先問,5
拿來給,3
接過,20
開匣,1
宮制,2
堆紗,1
新巧,7
單送,4
各位,9
這兩枝,2
不給,38
一聲儿,24
不言語,67
你作,12
因回,7
邊來,5
不大好,23
親自來,11
學里,16
再親,1
應去,3
好友,2
打官司,6
故教,1
女人,89
來討,1
主子,95
求鳳,1
掌燈,15
時分,9
來見,7
進鮮,2
交給,44
臨安伯,5
禮已經,1
來當,2
事問,2
沒事,21
害不著,1
每常,3
單請,2
散淡,2
探等姐,1
妹們,4
來定,1
歸房,10
先回,7
方來,4
立等,3
著換,1
了車,13
婆媳,11
必先,2
嘲一陣,1
一手,27
同入,4
秦氏獻,1
孝敬,37
快獻上,1
我還,26
答話,7
尤氏道,36
出城,8
請安去,8
怪悶,3
這里作,7
回寶叔,1
寶叔,6
瞧一瞧,9
即便,9
尤氏鳳姐,2
委曲,25
這么著,62
請進,1
這秦,1
尤氏笑,30
打海,1
斯斯文文,2
乍見,1
還被,2
普天下,2
他生,9
靦腆,7
過大陣,1
樣儿,26
別放,3
給你,13
嘴巴,11
扭著,2
帶進,9
后生,7
較寶玉略,1
瘦些,2
眉清目秀,1
粉面朱唇,1
怯怯,5
羞羞,2
含糊,6
探身,1
這孩,2
就命,4
身傍坐,1
喚什麼,1
媳婦們,23
初會,3
備得,2
表禮來,1
忙過,1
秦氏厚密,1
太儉,1
一匹,8
尺頭,4
狀元,4
及第,1
小金,1
交付,3
送過,15
猶笑,1
簡薄,1
謝畢,1
過飯,9
骨牌,8
自見,5
出眾,2
竟成,8
泥豬,2
癩狗,2
生在,2
這侯門,1
早得,2
交結,4
不枉生,1
尊貴,6
錦繡紗羅,1
這根,1
木頭,6
羊羔,2
這糞窟,1
泥溝,1
荼毒,3
繡服,2
驕婢侈童,1
這寶玉怨,1
人溺,1
愛他,5
清寒,2
二字限人,1
世間,2
寶玉問,8
答以,2
實話,4
你言,3
我語,4
十來,16
擺上,9
坐去,1
張羅,19
酒果,7
面忙,1
囑寶玉道,1
不防頭,5
性子,19
左強,1
隨和此,1
方去,6
陪鳳姐,1
發人來,40
問寶玉,15
只問,11
業師于,1
家父,6
老邁,1
殘疾,4
公務,1
繁冗,1
議及,1
再延,1
溫習,10
舊課,2
時常,46
討論,2
進益,13
玉不待,1
家塾,13
合族,4
延師,2
附讀,1
因業師,1
現荒,1
廢著,1
暫送,1
舊書,3
明年,35
業師,1
家祖,1
家學里,4
几天,76
耽擱,16
尊翁,1
懸心,9
前日,93
提起,94
義學,1
原要,20
親翁,1
引荐,1
這點,6
聒絮,1
小侄,3
磨墨,1
滌硯,1
速速,1
不致,8
荒廢,1
常相談,1
之樂,3
姐夫,8
和璉,2
速成,1
算帳,9
戲酒,5
東道,10
言定,1
這東道,1
畢晚,2
天黑,5
先派,2
小子,56
秦相公,6
尤氏問,3
外頭,210
焦大,8
焦大醉,1
偏要,9
我成,7
日家,3
軟弱,5
家里人,6
還了,21
這焦,2
連老爺,2
不理,116
珍大,15
小儿,58
著太爺,4
出過,1
三四回,1
爺背,1
挨著,5
東西來給,1
沒得水,1
水給,1
喝馬溺,1
功勞,2
另眼相待,1
肯難,1
不顧,21
常說給,1
全當,5
庄子,10
車可齊備,1
應道,13
燈燭,5
輝煌,7
丹墀,2
洒落,2
酒興,6
先罵,1
總管賴,1
公道,13
欺軟怕,1
黑更半夜,1
送人,4
良心,23
王八羔子,2
瞎充,1
焦大太爺,2
蹺蹺,1
頭還,1
頭里,59
別說,46
一起,33
雜种,2
正罵,2
興頭,18
送鳳姐,1
捆起,8
酒醒,5
還尋死,1
前使,1
性儿,5
爺爺,22
焦大挺,1
腰子,5
享榮華受,2
九死一生,1
掙下,2
這家業,1
不報,1
充起,1
還可,15
咱們紅,1
子進,1
刀子,7
車上,6
賈蓉道,18
還不早,1
王法,8
留在,6
禍害,1
連個,11
法規矩,1
撒野,8
拖往,1
圈里,4
焦大越,1
發連,4
我要,56
祠堂,7
生下,1
畜牲,2
家偷,1
戲雞,1
爬灰,5
小叔子,6
胳膊,4
袖子,11
天日,3
飛魄,3
不顧別,1
用土,1
一嘴,2
遙遙,2
裝作,4
立眉,1
目斷,1
醉漢,3
不說,22
還倒,5
寶玉忙,74
好姐,4
秦家,1
學里念書,1
自回,8
往榮府,3
難為友,1
正為,8
風流始,1
第八回,1
-----------------------------------------------------------------------,1
比通,1
靈金鶯,1
微露,3
探寶釵,1
黛玉半,1
含酸,2
寶玉先,7
發奮,1
稱贊,11
最使,1
過日,4
還來,14
趁勢,14
日過,1
看戲,23
年老,11
至后,3
尤氏來,3
晌午,12
清淨,12
首席,3
盡歡,1
晚無話,1
因送,2
還去,8
取樂,24
恐扰,1
養病,8
未去,1
親候,1
后角門過,1
恐遇,1
別事,4
更為,1
繞遠,1
路罷,1
當下眾,1
他換,5
不換,3
出二門,3
眾嬤嬤,3
隨出,1
當他,2
那府,27
知到,2
東向,1
北繞,1
偏頂頭,1
門下,6
清客,13
相公,19
詹光,9
單聘仁,3
抱住,11
攜著手,1
走開,17
老嬤嬤,13
叫住,11
爺是,7
夢坡,1
小書,1
轉彎向,2
北奔,1
銀庫,5
總領,2
吳新登,4
頭目名,1
戴良,2
頭目,3
共有,12
七個,5
從帳,1
赶來,32
辦名喚,1
錢華,1
多日,3
打千,6
儿請安,3
二爺,292
斗方,1
字法,1
發好,1
多早晚,29
儿賞,2
几張,2
眾人道,64
好几,23
還和,6
尋呢,1
不值,14
小么儿,10
面前,21
眾人待,1
方都,4
言少述,5
至梨香,1
先入,1
薛姨媽室,1
正見,2
點針,1
入怀,2
冷天,4
難為,33
著來,12
快上,2
著罷,20
命人,53
薛姨,14
籠頭,3
大安,7
里間,12
暖和,8
至里間,4
吊著,3
的紅,2
掀帘,6
一邁步,1
上作,4
漆黑,7
油光,2
蜜合色,1
棉襖,4
玫瑰紫,1
金銀鼠,1
比肩,2
棉裙,1
一色,23
半新,6
不舊,4
看去,3
奢華,2
不點,1
而紅,1
眉不畫,1
而翠,1
臉若,1
銀盆,1
眼如水杏,1
罕言,1
寡語,1
人謂,1
安分,5
隨時,1
守拙,1
可大愈,1
答說,2
已經,135
大好,17
謝記,1
命鶯儿,2
斟茶,2
看寶玉頭,1
熊毀,1
額上,1
立蟒,1
白狐,2
腋箭袖,3
蝴蝶,7
著長,1
命鎖,1
記名,1
銜下,1
成日家,17
這玉,14
細細的賞,1
倒要,19
近前,10
從項,1
寶釵托于,1
如雀卵,1
燦若,1
明霞,1
色花紋,1
纏護,1
那塊,21
幻相,2
詩嘲云,1
大荒,3
失去,3
幽靈真,1
境界,1
幻來親,1
臭皮囊,1
知運敗,1
金無彩,1
不光,2
如山,1
姓氏,2
紅妝,1
記下,2
篆文,1
圖畫,3
真体,1
最小,3
方能,4
口內銜,1
体畫,1
恐字跡,1
過于,21
微細,2
觀者,3
眼光,1
暢事,2
故今,1
其形,1
無非略,1
展些,1
規矩,52
便于,2
燈下,6
可閱,1
此故,1
方無胎,1
儿口,1
怎得,8
銜此,1
蠢大之物,1
語之謗,1
圖式,2
注云莫失,1
莫忘,2
反面,4
注云,9
一除,1
邪祟,9
二療,1
疾三知,1
禍福,3
來細,2
念道,33
莫失,1
兩遍,10
發呆作,1
一對儿,3
那項,2
也賞,3
寶玉笑央,1
人給,8
吉利,4
話儿,17
帶著,33
沉甸甸,1
趣儿,7
解了,7
大紅襖,3
上將,2
那珠,1
寶晶瑩,1
金燦爛,1
掏將,1
了鎖,1
有四個,4
篆字,2
兩面,8
八字,11
共成,1
按式,1
畫下,1
形相,2
音注,2
云不离,1
不棄,5
云芳齡,1
永繼寶玉,1
因笑問,1
這八個,3
金器,1
寶玉此,11
就近,2
陣涼,1
森森,3
甜絲絲,2
遂問,3
味儿,9
最怕,3
熏香,1
好好,75
煙燎,1
火气,1
早起,51
香气,4
好聞,2
給我,31
嘗嘗,11
混鬧,8
一個藥,1
已搖搖,1
不巧,2
早知,21
他來,18
要來,8
錯開,1
不至于,3
太熱鬧,1
著大紅羽緞,1
褂子,13
下雪,14
娘們,9
斗篷,17
玉便,7
是不是,11
李嬤嬤因,2
早晚,21
頑頑罷,2
姨媽,70
擺茶,1
說給,29
寶玉應,5
命小,1
各散,7
細茶果,1
寶玉因,24
里珍,2
好鵝掌,1
鴨信,1
這個須,1
酒來,14
酒倒罷,1
寶玉央道,1
媽媽,78
一鐘,20
嬤嬤道,6
當著,20
那怕,14
一壇,7
眼錯,4
調教,2
只圖,1
好儿,8
死活,20
葬送,2
可惡,7
弄性,2
高興,69
盡著,11
不許,84
我白,6
賠在,1
老貨,2
令小,2
搪雪气,1
李嬤嬤听,4
吃些,15
酒水,1
溫暖,1
愛吃,15
這可,15
使不得,40
冷酒,4
寫字手,1
家雜學,1
旁收,1
酒性,1
最熱,1
若熱,1
發散,3
以五,1
受害,1
此還,1
來方,1
磕著,1
瓜子儿,2
雪雁,42
黛玉送,3
小手,1
黛玉因,12
費心,12
雪雁道,18
紫鵑,248
平日,7
旁風,3
圣旨,1
還快,1
奚落,10
回复,16
之詞,4
兩陣罷,1
寶釵素,3
知黛玉,4
因道,9
素日,161
記挂,18
幸虧,33
巴巴,14
送個,2
過余,2
當我,1
這等輕,1
狂慣,1
攔阻,6
心甜,1
意洽,1
寶黛,1
那肯,1
不吃,61
屈意,1
好媽媽,2
兩鐘,4
李嬤嬤道,4
防問,1
垂了頭,1
黛玉先,5
別掃,1
留著,28
賭气,41
咕噥,2
別理,6
林姐儿,1
助著,1
還听些,1
不犯,20
這媽媽,1
往常,19
又給,8
必定,56
外人,37
不當,7
可定,6
這林姐,1
說出,10
還尖,1
忍不住,11
別怕,5
這點子,13
存在,4
不安,27
睡罷,17
熱酒,5
飯罷,8
鼓起,1
興來,1
換了,19
別由著,2
多給,4
不關,1
痛痒,1
李嬤嬤走,1
樂得,12
討寶玉,1
千哄万,1
只容,1
收過,4
作酸筍,1
皮湯,2
寶玉痛,1
兩碗,10
半碗,19
粳粥,1
薛林,5
方放,3
問寶玉道,4
乜斜,6
眼道,1
一同,34
忙捧過,1
斗笠,4
把頭,9
略低,1
一低,1
那丫頭,35
將著,1
大紅猩,1
一抖,2
寶玉頭,2
一合,1
好蠢,1
輕些,1
過別,2
戴過,1
黛玉站,2
黛玉用,1
整理,11
籠住束,1
發冠,1
將笠,1
沿掖,1
抹額,3
將那,7
一顆,6
核桃,3
扶起,5
顫巍,2
巍露,1
端相,2
披上,9
方接,3
還沒來,2
且略,3
也夠,3
婦女,3
隨他,15
兄妹,7
方罷,9
一徑,66
回至,26
遂命,4
房去,9
侍著,1
直說,2
寶玉踉蹌,1
受用,46
作什,3
還多活,1
臥室,7
在案,3
先接,3
研了,2
丟下筆,1
墨才罷,1
那三個,7
可醉,2
頭里過,1
這門斗,1
這么問,1
生怕,15
爬高,1
上梯,1
還凍,1
僵冷,1
手攜,1
仰首,1
看門,2
斗上,1
新書,5
黛玉來,5
撒謊,20
這三個,8
看里間,1
門斗上,3
新貼,1
云軒,2
向里間,1
努嘴,3
寶玉一,7
問晴,1
雯道,2
碟子,19
豆腐皮,1
包子,5
一送,2
了給,4
接著茜,1
還讓,3
問茜雪道,1
一碗,41
楓露,2
那茶,2
三四次,5
出色,4
茜雪道,1
我原,30
那會子,6
就給,14
茶杯,10
只順手,1
一擲,4
豁啷,2
粉碎,5
茜雪一,1
裙子,20
問著茜雪道,1
一門子,5
奶罷,1
還大,5
著奶,3
養著,4
干淨,52
回賈母,7
襲人實,1
故意,51
裝睡,4
引寶玉來,1
字問,1
勸阻,1
滑倒,3
失手,9
鐘子,2
安慰,38
趁勢連,1
不愁,3
再有,21
方無,1
脫換,2
寶玉口,1
還說些,1
覺口齒,1
眼眉,2
愈加,4
那通,1
靈玉來,1
手帕,35
冰不著,1
脖子,18
李嬤嬤等,1
再加,1
醒來,4
小蓉大爺,1
寶玉讀,3
留茶,1
命人帶,3
因素,10
愛秦氏,1
臨去,2
有表禮,1
荷包,29
魁星,1
文星,1
限定,2
東西們,3
秦業,5
營繕,1
七十,3
生堂,1
喚可儿,1
大時,1
性格,10
故結,1
了親,13
許与,2
五旬,1
上方,4
因去,1
歲業師,1
未暇,1
延請,1
之士,1
暫時,3
親家,23
送往,6
致荒,1
今司,1
賈代儒,4
當今,8
老儒,1
學業料,1
成名,5
羞澀,1
上上下下,15
雙富貴,1
眼睛,68
拿不出,2
終身,21
東拼西,1
恭恭敬敬,4
二十四,7
兩贄,1
親自帶,2
儒家,2
拜見,3
听寶玉上,1
學之日,1
入塾,1
閒爭,1
豈肯,3
今朝,7
錯讀,1
第九回,1
--------------------------------------------------------------------,2
戀風流,1
情友入,1
嫌疑,10
學堂,3
父子,14
專候,3
學擇,1
日之信,1
急于,1
相遇,4
卻顧,1
遂擇,2
一早,59
寶玉起,4
書筆,1
文物,1
停停,2
妥妥,2
發悶,4
寶玉醒,3
悶悶,22
學去,5
丟的,11
冷清,5
一輩子,28
念書,22
時節,19
著書,3
不念,4
著家些,1
頑鬧,1
碰見,11
奮志,1
要強,9
那工課,1
貪多,3
不爛,3
保重,10
要体,1
包好,5
出給,2
添換,3
照顧,8
腳爐手,1
交出去,1
可著,2
懶賊,1
不動,20
白凍坏,1
出外,7
頭我,1
別悶,1
穿戴,12
齊備,15
方出,7
早些,34
回說,45
如果,3
連我,25
羞死,1
正理,13
老世翁,10
世兄,13
三二年,4
顯身,1
斷不似,1
往年,16
仍作,1
將飯,1
竟快,1
請罷,5
兩聲,20
早進,1
賈政看,15
李貴,30
倒念,3
流言,1
混語,1
肚子,11
精致,19
一閒,1
李貴忙,3
雙膝,4
跪下,67
帽子,6
碰頭,11
有聲,3
連連答,2
已念到,1
第三本,3
詩經,4
鹿鳴,1
荷葉,7
浮萍,4
滿座,2
哄然大笑,1
再念,3
三十本,1
掩耳,1
偷鈴,1
哄人,2
古文,3
虛應,1
一气,16
講明,2
背熟,2
最要,2
賈政無話,1
獨站,1
院外,3
屏聲,1
靜候,2
可先要,1
賺些,2
奴才,130
白陪,2
挨打,4
李貴道,3
半句,6
鐘早,1
來候,1
忽想,1
起未,1
辭黛玉,1
黛玉才,3
鏡理妝,1
玉說,1
這一去,12
蟾宮,2
折桂,2
膏子,5
再制,1
勞叨,1
辭辭,1
笑而不答,1
這賈家,1
之義學,1
离此,2
甚遠,4
一里,3
之遙,1
恐族,1
請師者,1
即入,1
肄業,1
為學,1
特共舉,1
高有德,3
之人,2
專為,2
訓課,1
寶秦,1
讀起,1
書來,3
自此以后,2
同來,4
同起,2
加親密,1
五日,8
重孫,4
寬裕,6
衣履,6
等物,17
之工,2
寶玉終,2
本分,3
隨心,3
所欲,1
特向,1
悄說,1
同窗,4
叔侄,8
只論,2
不依,95
鯨卿,1
混著亂,1
這學,1
族人,8
丁与些,1
一龍生,1
九种,1
混雜,3
自寶,1
花朵儿,2
面先,1
之風,1
慣能,1
作小服低,1
身下,2
体貼,4
語綿纏,1
親厚,3
那起,11
人起,2
謠諑,2
布滿書房,1
內外,12
薛蟠自,9
處住,3
學中,5
廣有,1
青年,4
偶動,1
龍陽,1
之興,2
假來,1
打魚,1
白送,1
一些,15
圖結,1
交些,2
契弟,1
這學內,1
小學生,4
銀錢,34
多記,5
一房,5
親眷,3
未考,1
真名,1
因生,2
滿學,1
外號,1
一號,2
香怜,5
玉愛,1
慕之意,1
不利于,1
孺子,1
威勢,3
知系,2
相知,3
輕舉,1
妄動,2
留情,1
四人,30
情意,9
發跡,3
一入,3
四處,3
八目,1
勾留,1
設言托意,1
桑寓,1
心照,1
避人眼目,1
不意,7
滑賊,1
看出,12
形景來,2
擠眉,2
揚聲,1
這日代儒,1
七言,9
命學生,1
將學,1
中之事,1
賈瑞,30
管理,7
不大來,2
應卯,1
遞暗,1
號儿,4
假裝,2
出小恭,1
梯己,10
可管,2
交朋友,1
人唬,1
窗友名,1
金榮者,1
性急,13
羞怒,1
相激,1
金榮,22
許你們,2
有話,21
鬼鬼,3
干什么,9
還賴,8
先得,3
抽個,1
奮起,1
飛紅,18
我現,3
真的,36
手笑,3
燒餅,2
忙進,1
去向,4
賈瑞前,2
告金榮,1
說金榮,1
欺負,21
這賈瑞,1
以公報,1
勒索,2
附助,1
蟠圖些,1
酒肉,2
一任,3
橫行,5
霸道,9
反助,1
虐討,1
薛蟠本,2
心性,11
愛東,1
愛西,1
丟開,12
連金榮,1
玉二,1
連香,1
提攜幫,1
襯之人,1
新棄,3
只怨,2
前提,3
攜幫補,1
瑞金,1
榮等,1
一干人,9
醋妒,1
來告,2
呵叱,1
著香怜,1
作法,8
反說,13
反討,1
連秦鐘,2
坐位,5
金榮越,1
發得,6
玉愛偏,1
隔座,2
咕咕,11
唧唧,11
起口,1
一口咬定,5
明明,8
院子,23
里親,1
屁股,5
草根,3
抽長,1
先干,1
知早,2
触怒,1
賈薔,38
正派,1
玄孫,1
賈蓉生,1
還風流,1
最相親,1
常相共處,1
多口,4
不得志,1
專能,4
造言,1
風聞,5
得些,2
口聲,3
避些,1
竟分,1
立門戶,1
這賈薔,1
外相,1
既美,1
內性,1
應名,3
虛掩,1
走狗,2
總恃上,1
下有,1
匡助,1
触逆于,1
最好,9
挺身,3
不平,4
薛大叔,3
相好,19
一出,26
不傷,6
謠言,6
用計,1
制伏,3
止息,1
又傷,2
也裝,1
作出,11
小恭,1
書童,2
煙者,1
喚到,1
調撥,2
這茗煙,2
連他,12
爺寶玉,1
干連,2
利害,50
下次,9
發狂,1
難制,1
就要,56
欺壓,3
賈薔助,1
一頭,37
姓金,1
靴子,6
整整,6
日影儿,1
賈瑞說,3
早走一步,1
強他,2
煙先,2
揪住,7
橫豎,47
出來動,1
一動,20
怔怔,18
痴望,1
賈瑞忙,1
吆喝,17
金榮气,1
奪手,5
打寶玉,1
從腦,1
一方,6
硯瓦,1
飛來,6
打來,1
幸未,2
打著,17
旁人,9
這座,2
賈菌,9
這賈菌,2
系榮國府,1
獨守著,1
同桌,1
志气,6
最大,2
不怕,68
在座,4
見金榮,1
暗助,1
飛硯來,1
打茗煙,1
便落,1
將一個,7
磁硯,1
水壺,1
黑水,2
依得,3
好囚,1
這不都動,1
抓起,7
磚來,1
省事,22
按住,4
极口,2
忍得,4
兩手,14
起書,1
身小力,1
剛到,20
桌案,3
書本,1
紙片,1
至于,17
筆硯,8
茶流,1
揪打,1
飛硯,1
毛竹,1
大板,4
在手,9
狹人,1
經得,2
舞動長,1
還不來,5
動手,8
鋤藥,10
掃紅,3
墨雨,5
一齊亂,1
小婦,1
兵器,2
掇起,1
門閂,3
鞭子,4
蜂擁,1
賈瑞急,4
肆行,3
大鬧,5
眾頑童,1
拳助樂,1
膽小藏,1
立在,2
拍著,5
手儿,10
喝著,7
聲儿,9
登時間,1
鼎沸,3
外邊,17
仆人,1
邊作,1
反來,6
眾聲,1
如彼說,1
李貴且,1
頭早,1
一層,30
油皮,1
正拿褂,1
襟子,1
收書,2
拉馬來,1
回太爺,1
說別,7
守禮來,1
瑞大爺,6
反倒,41
听著,14
還調,2
頭也,1
打破,8
這里念,1
欺侮,3
子事,1
聒噪,4
倒顯,1
沒理,1
這都,22
老人,6
這學里,1
頭腦,7
步田地,9
賈瑞道,8
惱我,4
不正,4
連你,11
脫不過,1
撕羅開,1
撕羅,1
我必,4
有金榮,1
這里念書,1
必回,3
問李貴,1
榮是,1
問起,39
更傷,1
胡同,2
子里璜,1
硬正仗,1
打旋,1
磨子,1
跪著,7
看不起,2
不止,25
小狗,1
問問,40
包書,1
包著書,1
爺也,4
雇上,1
車拉進,1
要死,28
寶玉全,1
調唆,22
生個,2
壓息,1
往大里,1
煙方,1
作聲儿,1
后來禁,1
金榮強,1
鐘作,1
寶玉還,2
偏定,1
磕頭,48
暫息,1
勸金,1
榮說,1
殺人,2
頭點,1
出事,22
下點,1
气儿,7
磕個頭,7
完事,17
進前,6
下回分解,76
第十回,1
金寡婦,1
貪利權,1
受辱,1
張太醫論,1
病細,1
窮源,1
因人,5
勢眾,1
勒令,1
給秦鐘,1
不吵,1
回到,59
越气,6
過是,5
小舅子,2
附學,1
因仗,1
著寶玉,27
目中,2
行些,1
正經事,15
鬼鬼祟祟,13
當人,6
勾搭,4
還怕,23
胡氏,1
嘟嘟,5
要爭,1
閒气,4
我望,1
千方,2
百計,2
西府里,7
的璉,2
力量,6
